file_id,domain,group,fs,n_points,channels,bearing,fault_type,fault_size,or_position,load,rpm_filename,duration_s,has_rpm_var,rpm,rpm_source,is_irregular,subset_tags
12kHz_DE_data/B/0007/B007_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,007,,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0007/B007_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,007,,1,,8.0,True,1772.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0007/B007_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,007,,2,,8.0,True,1748.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0007/B007_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,007,,3,,8.0,True,1722.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0014/B014_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,014,,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0014/B014_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,014,,1,,8.0,True,1772.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0014/B014_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,014,,2,,8.0,True,1749.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0014/B014_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,014,,3,,8.0,True,1724.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0021/B021_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,021,,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0021/B021_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,021,,1,,8.0,True,1774.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0021/B021_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,021,,2,,8.0,True,1754.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0021/B021_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,B,021,,3,,8.0,True,1729.0,var,False,S_all;S_12k_DE
12kHz_DE_data/B/0028/B028_0_(1797rpm),src,12k_DE,12000,96000,DE,SKF6205,B,028,,0,1797.0,8.0,False,1797.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/B/0028/B028_1_(1772rpm),src,12k_DE,12000,96000,DE,SKF6205,B,028,,1,1772.0,8.0,False,1772.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/B/0028/B028_2_(1750rpm),src,12k_DE,12000,96000,DE,SKF6205,B,028,,2,1750.0,8.0,False,1750.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/B/0028/B028_3_(1730rpm),src,12k_DE,12000,96000,DE,SKF6205,B,028,,3,1730.0,8.0,False,1730.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/IR/0007/IR007_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,007,,0,,8.0,True,1797.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0007/IR007_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,007,,1,,8.0,True,1772.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0007/IR007_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,007,,2,,8.0,True,1748.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0007/IR007_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,007,,3,,8.0,True,1721.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0014/IR014_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,014,,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0014/IR014_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,014,,1,,8.0,True,1774.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0014/IR014_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,014,,2,,8.0,True,1752.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0014/IR014_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,014,,3,,8.0,True,1728.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0021/IR021_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,021,,0,,8.0,True,1797.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0021/IR021_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,021,,1,,8.0,True,1774.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0021/IR021_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,021,,2,,8.0,True,1752.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0021/IR021_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,IR,021,,3,,8.0,True,1728.0,var,False,S_all;S_12k_DE
12kHz_DE_data/IR/0028/IR028_0_(1797rpm),src,12k_DE,12000,96000,DE,SKF6205,IR,028,,0,1797.0,8.0,False,1797.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/IR/0028/IR028_1_(1772rpm),src,12k_DE,12000,96000,DE,SKF6205,IR,028,,1,1772.0,8.0,False,1772.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/IR/0028/IR028_2_(1750rpm),src,12k_DE,12000,96000,DE,SKF6205,IR,028,,2,1750.0,8.0,False,1750.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/IR/0028/IR028_3_(1730rpm),src,12k_DE,12000,96000,DE,SKF6205,IR,028,,3,1730.0,8.0,False,1730.0,filename,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0007/OR007@6_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,6.0,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0007/OR007@6_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,6.0,1,,8.0,True,1773.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0007/OR007@6_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,6.0,2,,8.0,True,1750.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0007/OR007@6_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,6.0,3,,8.0,True,1725.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0014/OR014@6_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,014,6.0,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0014/OR014@6_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,014,6.0,1,,8.0,True,1772.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0014/OR014@6_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,014,6.0,2,,8.0,True,1749.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0014/OR014@6_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,014,6.0,3,,8.0,True,1723.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0021/OR021@6_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,6.0,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0021/OR021@6_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,6.0,1,,8.0,True,1771.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0021/OR021@6_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,6.0,2,,8.0,True,1748.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Centered/0021/OR021@6_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,6.0,3,,8.0,True,1721.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0007/OR007@12_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,12.0,0,,8.0,True,1797.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0007/OR007@12_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,12.0,1,,8.0,True,1773.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0007/OR007@12_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,12.0,2,,8.0,True,1750.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0007/OR007@12_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,12.0,3,,8.0,True,1724.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0021/OR021@12_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,12.0,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0021/OR021@12_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,12.0,1,,8.0,True,1771.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0021/OR021@12_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,12.0,2,,8.0,True,1746.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Opposite/0021/OR021@12_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,12.0,3,,8.0,True,1718.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,3.0,0,,8.0,True,1797.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,3.0,1,,8.0,True,1774.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,3.0,2,,8.0,True,1751.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,007,3.0,3,,8.0,True,1725.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,3.0,0,,8.0,True,1796.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,3.0,1,,8.0,True,1771.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,3.0,2,,8.0,True,1747.0,var,False,S_all;S_12k_DE
12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3,src,12k_DE,12000,96000,"DE,FE,BA",SKF6205,OR,021,3.0,3,,8.0,True,1719.0,var,False,S_all;S_12k_DE
12kHz_FE_data/B/0007/B007_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,007,,0,,8.0,True,1798.0,var,False,S_all
12kHz_FE_data/B/0007/B007_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,007,,1,,8.0,True,1777.0,var,False,S_all
12kHz_FE_data/B/0007/B007_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,007,,2,,8.0,True,1755.0,var,False,S_all
12kHz_FE_data/B/0007/B007_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,007,,3,,8.0,True,1732.0,var,False,S_all
12kHz_FE_data/B/0014/B014_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,014,,0,,8.0,True,1796.0,var,False,S_all
12kHz_FE_data/B/0014/B014_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,014,,1,,8.0,True,1775.0,var,False,S_all
12kHz_FE_data/B/0014/B014_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,014,,2,,8.0,True,1755.0,var,False,S_all
12kHz_FE_data/B/0014/B014_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,014,,3,,8.0,True,1732.0,var,False,S_all
12kHz_FE_data/B/0021/B021_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,021,,0,,8.0,True,1796.0,var,False,S_all
12kHz_FE_data/B/0021/B021_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,021,,1,,8.0,True,1775.0,var,False,S_all
12kHz_FE_data/B/0021/B021_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,021,,2,,8.0,True,1756.0,var,False,S_all
12kHz_FE_data/B/0021/B021_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,B,021,,3,,8.0,True,1734.0,var,False,S_all
12kHz_FE_data/IR/0007/IR007_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,007,,0,,8.0,True,1796.0,var,False,S_all
12kHz_FE_data/IR/0007/IR007_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,007,,1,,8.0,True,1772.0,var,False,S_all
12kHz_FE_data/IR/0007/IR007_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,007,,2,,8.0,True,1755.0,var,False,S_all
12kHz_FE_data/IR/0007/IR007_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,007,,3,,8.0,True,1732.0,var,False,S_all
12kHz_FE_data/IR/0014/IR014_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,014,,0,,8.0,True,1796.0,var,False,S_all
12kHz_FE_data/IR/0014/IR014_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,014,,1,,8.0,True,1775.0,var,False,S_all
12kHz_FE_data/IR/0014/IR014_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,014,,2,,8.0,True,1755.0,var,False,S_all
12kHz_FE_data/IR/0014/IR014_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,014,,3,,8.0,True,1733.0,var,False,S_all
12kHz_FE_data/IR/0021/IR021_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,021,,0,,8.0,True,1796.0,var,False,S_all
12kHz_FE_data/IR/0021/IR021_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,021,,1,,8.0,True,1776.0,var,False,S_all
12kHz_FE_data/IR/0021/IR021_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,021,,2,,8.0,True,1758.0,var,False,S_all
12kHz_FE_data/IR/0021/IR021_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,IR,021,,3,,8.0,True,1737.0,var,False,S_all
12kHz_FE_data/OR/Centered/0007/OR007@6_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,6.0,0,,8.0,True,1797.0,var,False,S_all
12kHz_FE_data/OR/Centered/0007/OR007@6_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,6.0,1,,8.0,True,1776.0,var,False,S_all
12kHz_FE_data/OR/Centered/0007/OR007@6_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,6.0,2,,8.0,True,1756.0,var,False,S_all
12kHz_FE_data/OR/Centered/0007/OR007@6_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,6.0,3,,8.0,True,1733.0,var,False,S_all
12kHz_FE_data/OR/Centered/0014/OR014@6_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,014,6.0,0,,8.0,True,1797.0,var,False,S_all
12kHz_FE_data/OR/Centered/0021/OR021@6_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,021,6.0,0,,8.0,True,1797.0,var,False,S_all
12kHz_FE_data/OR/Opposite/0007/OR007@12_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,12.0,0,,8.0,True,1797.0,var,False,S_all
12kHz_FE_data/OR/Opposite/0007/OR007@12_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,12.0,1,,8.0,True,1775.0,var,False,S_all
12kHz_FE_data/OR/Opposite/0007/OR007@12_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,12.0,2,,8.0,True,1755.0,var,False,S_all
12kHz_FE_data/OR/Opposite/0007/OR007@12_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,12.0,3,,8.0,True,1733.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0007/OR007@3_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,3.0,0,,8.0,True,1797.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0007/OR007@3_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,3.0,1,,8.0,True,1776.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0007/OR007@3_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,3.0,2,,8.0,True,1755.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0007/OR007@3_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,007,3.0,3,,8.0,True,1733.0,var,False,S_all
