domain,file_id,group,fs,win_idx,win_start,rpm,t_mean_abs,t_rms,t_std,t_var,t_peak,t_p2p,t_kurtosis,t_skewness,t_crest,t_impulse,t_clearance,t_shape,f_centroid,f_msf,f_rmsf,f_variance,f_peak_freq,f_entropy,f_spec_kurt,f_env_log_energy,f_BPFO_ratio1,f_BPFO_harm_frac,f_BPFI_ratio1,f_BPFI_harm_frac,f_BSF_ratio1,f_BSF_harm_frac,f_FTF_ratio1,f_FTF_harm_frac,o_pk0_order,o_pk0_amp,o_pk0_ratio,o_pk1_order,o_pk1_amp,o_pk1_ratio,o_pk2_order,o_pk2_amp,o_pk2_ratio,o_pk3_order,o_pk3_amp,o_pk3_ratio,o_pk4_order,o_pk4_amp,o_pk4_ratio,o_pk5_order,o_pk5_amp,o_pk5_ratio,o_pk6_order,o_pk6_amp,o_pk6_ratio,o_pk7_order,o_pk7_amp,o_pk7_ratio,o_entropy,o_kurtosis,o_crest,o_gini,o_bandfrac0,o_bandfrac1,o_bandfrac2,o_bandfrac3,o_bandfrac4,o_shaft1,o_shaft2,o_shaft3,o_shaft21,fault_type,fault_size,or_position,load,t_mean_abs_rel,t_rms_rel,t_std_rel,t_var_rel,t_peak_rel,t_p2p_rel
tgt,A,target,32000,0,0,577.1999999999986,2.6933268959840886,3.38407252161302,3.38407252161302,11.451946831536304,15.107907956636478,27.871364628515625,0.090081700620348,0.0568515658005268,4.464416131788695,5.609385173094904,6.619609464204462,1.2564655729899026,4124.712459135159,24242677.439302716,4923.68535137073,7229424.568757893,1326.0,7.66095003385502,25.37356149609707,6.700405515945344,,,,,,,,,4.159220146222583,0.0448401830053905,9.902686038167552,11.021933387489844,0.0378806640483402,8.365717930788076,29.32250203086921,0.0273597510069989,6.042237255636939,25.787164906580013,0.0231740167305665,5.117842893247222,30.98619008935824,0.0209690773930339,4.630895237610627,4.9910641754671,0.019679239442832,4.346042246278564,20.796100731112915,0.0189710366693287,4.189639902503124,19.340373679935013,0.0176870993424364,3.9060900285124056,4.542500049369359,11.081476174483452,6.770867633813849,0.5219197044249697,0.0190960210809551,0.0386552493816316,0.1629893542960219,0.2117644868482273,0.567494888393164,0.0086547013785297,0.0018414031788951,0.0061065880653504,0.212763340772275,,,,,0.9849026337632146,0.9815365260146316,0.9815365260146316,0.9634139519008721,0.9999999999999999,0.9641862991377554
tgt,A,target,32000,1,8000,577.1999999999986,2.700902269825313,3.4026215156287614,3.4026215156287614,11.577833178619768,15.129003052591338,29.35534401679688,0.1520786708291917,0.0293932647137404,4.44627854820087,5.601462600705001,6.621016083006097,1.2598091954832464,4086.1882522430615,24113637.81804838,4910.563900210278,7416703.385279177,1326.0,7.677355725633741,18.6158910464649,6.748358567990299,,,,,,,,,29.53046303818034,0.0406984426836741,8.801150884057888,11.021933387489844,0.0332985232426771,7.200897821888174,28.906580016246952,0.0258594002259232,5.592166877945145,24.74735987002437,0.0258057914669294,5.580573835423127,22.66774979691308,0.0242840647961528,5.251496230712401,13.933387489845654,0.024004033755453,5.190938743032231,8.942323314378553,0.0192506018987143,4.162995946463601,20.588139723801785,0.0190553421689265,4.120770489416016,4.580723389395502,8.298841865629955,6.145464845234701,0.5053386796974704,0.0142182895902872,0.0165839001831677,0.0636217778719382,0.2131382671930713,0.6924377651615351,0.0040863849676509,0.0014868190151585,0.0078915977443732,0.3638470253206197,,,,,0.9876728157485828,0.9869165865869147,0.9869165865869147,0.9740043488803676,1.0013962949744868,1.0155233116398168
tgt,A,target,32000,2,16000,577.1999999999986,2.7078015741893564,3.419092090115674,3.419092090115674,11.69019072069157,14.4241105934993,28.64755902421875,0.2136491164002514,0.0167830105132715,4.218696137256451,5.326871337613491,6.29975630177058,1.2626819197924413,4192.093775703151,25104753.852456853,5010.464434806104,7531103.628167754,1326.0,7.667933462244676,28.112684671609166,6.75974405844223,,,,,,,,,13.101543460601135,0.0388451606917924,9.492846442040577,15.597075548334686,0.0344207716680465,8.411629506538386,6.862713241267263,0.0242267027310903,5.9204380861731964,2.2875710804224205,0.0218912097608238,5.349698366260294,18.300568643379364,0.0191562365071816,4.681335031998184,11.645816409423231,0.0186334775903514,4.553585010237431,29.53046303818034,0.0186327358364357,4.55340374297289,16.220958570268074,0.0175503902704673,4.288903865202214,4.558356642768553,7.18625642727113,5.865619264460581,0.5210545523344372,0.0130932474693214,0.0853405588480518,0.0373331130742139,0.1816825558253299,0.6825505247830829,0.0046420705079887,0.0149346675943232,0.00600663520324,3.2172427293821437,,,,,0.9901957709269581,0.9916938099945395,0.9916938099945395,0.9834566127814864,0.9547391098026378,0.9910380881254668
tgt,A,target,32000,3,24000,577.1999999999986,2.663489535805298,3.3688164166547527,3.3688164166547527,11.34892404912257,14.96219119344488,28.07126587617187,0.2542271546817178,0.0193516680188629,4.441379209466674,5.617514539592696,6.644850872801043,1.264813085002392,4196.086014150929,25247267.548148517,5024.665914083096,7640129.709995476,1326.0,7.724571600363236,18.538427298518847,6.744041082514104,,,,,,,,,13.933387489845654,0.0341930261494541,7.324042063016269,4.575142160844841,0.0328002351603002,7.0257104750203325,2.49553208773355,0.0276315777705454,5.9185998037851455,12.47766043866775,0.0222449274819932,4.764795717546226,31.402112103980503,0.0218070041993517,4.670993884142486,21.627944760357437,0.0211376331805493,4.527616650549742,18.716490658001625,0.0207110154105417,4.436236423520167,12.893582453290009,0.017739245863383,3.799692437332832,4.621850583231733,6.808900267377448,5.163146948567494,0.4857206693619056,0.0289868458328792,0.0597284424030617,0.1325094966030921,0.1524920651857826,0.6262831499751839,0.0101059909467005,0.0009501689522031,0.0011052942170063,0.0940203644670178,,,,,0.9739916319578081,0.9771115545739738,0.9771115545739738,0.9547469900819684,0.9903549344085334,0.9711017138201603
tgt,A,target,32000,4,32000,577.1999999999986,2.6307010594266025,3.3220946611333124,3.3220946611333124,11.03631293753046,15.069839907432495,29.5007139984375,0.2622195918000853,0.0421989443054414,4.536246388080638,5.7284501610044,6.777456160687534,1.2628172438019791,4190.373907855692,25045078.415276065,5004.505811294065,7485844.927638286,1326.0,7.67957490909777,30.294556752286116,6.739546613702627,,,,,,,,,14.76523151909017,0.0333745223010851,6.541052097955519,11.437855402112104,0.0299776535623631,5.875301883182411,25.37124289195776,0.0285795819816129,5.601294693990062,18.924451665312752,0.0252552358400544,4.949758138428202,30.778229082047115,0.0209541563321024,4.106792211151143,23.083671811535336,0.0205044353179651,4.018651666202515,15.389114541023558,0.0204206209406785,4.00222493795026,21.21202274573517,0.0189389287758198,3.7118290019113984,4.615307579634951,6.447574971716914,5.039552867463743,0.4879977734608458,0.0221882553055659,0.033194865120332,0.0763665458562161,0.1794790863769653,0.6887712473409202,0.0027020775709027,0.0004788526752365,0.0086998520849753,0.1772164797250207,,,,,0.962001458469914,0.9635600986548315,0.9635600986548315,0.9284480637197093,0.9974802567428098,1.0205522632707098
tgt,A,target,32000,5,40000,577.1999999999986,2.6986297674593964,3.397795034285893,3.397795034285893,11.545011095017877,15.083745643109983,29.5007139984375,0.1822354181430228,0.0310037938417066,4.439274732849111,5.589409049357989,6.607810997689232,1.2590815810512093,4132.587561543077,24425675.331369605,4942.233840215334,7347395.377549057,1326.0,7.685297459606958,20.86383693836745,6.703204860961321,,,,,,,,,28.49065800162469,0.0404472287111614,8.649134120908094,19.13241267262388,0.0310342925759181,6.636295424673868,9.358245329000813,0.027809372811728,5.946686656448159,12.26969943135662,0.0262523347020315,5.613733525386936,1.0398050365556455,0.0246242267735321,5.265583002208602,13.725426482534523,0.0206470683297072,4.415117398090428,31.61007311129163,0.0196196129655501,4.195408915432646,7.070674248578391,0.017111052647165,3.658984657567156,4.577137642564467,7.800157145994104,6.107531535385267,0.5093490008828494,0.0603492463674707,0.0363282953399152,0.0460738406437398,0.1788268666347864,0.6784217510140874,0.0246242267735321,9.087978247648006e-05,0.0021753743048384,0.0036906654291566,,,,,0.9868418012999611,0.9855166852254937,0.9855166852254937,0.9712431368578457,0.998400684357103,1.0205522632707098
tgt,A,target,32000,6,48000,577.1999999999986,2.758284623711769,3.4625937223295997,3.4625937223295997,11.98955528591635,15.626637922096355,29.334737085937498,0.1346957906644887,0.022200980242236,4.512986268449189,5.665346421379181,6.685094488439463,1.2553431551486518,4157.635464464678,24657260.75999421,4965.607793613407,7371328.104619785,1326.0,7.692052475958123,15.028949649075408,6.740234895568122,,,,,,,,,7.694557270511779,0.0410475726434504,9.531231563441418,18.09260763606824,0.025461719260801,5.912202029241151,22.66774979691308,0.0229933527197098,5.339048208649893,12.893582453290009,0.0210431946652514,4.886222211755791,8.526401299756296,0.0205735076900112,4.777161065504027,16.012997562956944,0.0204689560959398,4.752884223068626,19.54833468724614,0.0194851477771533,4.524444286270287,12.06173842404549,0.0170624756866173,3.961900700617624,4.554544101715886,7.4357337049222,6.198183469160904,0.5228950355652469,0.0203506023425986,0.0361458894879459,0.0675721890059369,0.2359381618534796,0.6399931573100387,0.0073799902508659,0.0006043976832342,0.0037506130616967,0.0818968132215987,,,,,1.008656540954228,1.004311282193058,1.004311282193058,1.0086411515402645,1.0343349964104072,1.0148104322861604
tgt,A,target,32000,7,56000,577.1999999999986,2.768541970782242,3.4813684937203977,3.4813684937203977,12.11992658906903,15.63585633849137,30.2750860125,0.1755002632375202,0.010400331159253,4.491295985096214,5.647686220219326,6.663027536628371,1.2574736198546743,4020.912280226866,23672457.16806809,4865.43494130464,7504721.602788869,1326.0,7.530047670755914,43.77873960709911,6.741723478271609,,,,,,,,,1.6636880584890332,0.0332176368635834,7.402930959327858,13.725426482534523,0.028029378432695,6.246668124594883,3.9512591389114537,0.0263469929366831,5.871729241221005,2.9114541023558083,0.0218018840806262,4.858799657993903,11.229894394800974,0.0206098994379375,4.593152223450551,17.26076360682372,0.0203737393938425,4.540521251868604,6.446791226645003,0.0195227901215996,4.350877456972081,22.04386677497969,0.0188496978706845,4.200871137038889,4.606473853878775,5.309407285199118,5.015863166401026,0.4938859098960697,0.0189291778691363,0.0919294025299633,0.1039210630740041,0.2380146497294464,0.5472057067974495,0.0023476494339063,0.0043296335150508,0.0218018840806262,1.8442419258493483,,,,,1.012407473735613,1.009756828578352,1.009756828578352,1.019608852860612,1.0349451680120263,1.047341008506057
tgt,A,target,32000,8,64000,577.1999999999986,2.755243223211952,3.463779680939264,3.463779680939264,11.997769678087703,14.84781700159654,28.68624958828125,0.126994716099325,-0.0145654941787029,4.286593943401738,5.3889315021278446,6.359592253865438,1.257159314196614,4257.9154035543,25451292.42302323,5044.927395218214,7321448.839198255,1326.0,7.688290051751785,19.025567761620195,6.731725950748427,,,,,,,,,10.813972380178717,0.0332358230433259,7.548445978615513,6.446791226645003,0.0261216657154001,5.9326944383808895,16.844841592201462,0.0245230978005349,5.569631260051348,4.783103168155971,0.023808247398478,5.4072760316075055,9.9821283509342,0.020633583027638,4.686253342556532,22.25182778229082,0.0201240597807857,4.570531559506374,20.380178716490654,0.0200414620372295,4.5517721442700925,14.55727051177904,0.0192591697971952,4.374099676051356,4.578016491515022,6.231971983563194,5.018609279542111,0.5094779872240351,0.0527190860299116,0.0241407371430481,0.1323336649512252,0.2782020333650519,0.5126044785107627,0.0013297862818223,0.0048933808238836,0.0092370970513323,3.679825011803953,,,,,1.007544353879178,1.004655264683472,1.004655264683472,1.0093322008562178,0.9827844493237273,0.9923765554833516
tgt,A,target,32000,9,72000,577.1999999999986,2.750889304471189,3.4549695199368053,3.4549695199368053,11.93681438369236,15.36769518694094,30.21817163203125,0.0630027397662411,-0.0358286047227371,4.447997326244887,5.586446231026923,6.602400334542894,1.2559464004312986,4123.071130375572,24349020.602014035,4934.472677198044,7349305.055877541,1326.0,7.627723552156347,25.295595385344456,6.707307893417593,,,,,,,,,11.021933387489844,0.0836762635548249,20.69982304773972,23.291632818846463,0.0234082151011455,5.790721165981148,17.052802599512592,0.0228850747590341,5.661306777111548,9.150284321689682,0.021351374585002,5.2819002302363725,6.654752233956133,0.0210975701100444,5.219114112678633,12.685621445978878,0.0191900952457716,4.747243232203791,19.13241267262388,0.0191564841651218,4.738928527503372,28.282696994313564,0.0187479775328258,4.63787221065653,4.448251788675699,37.744079494127135,12.635115796778331,0.5533628731461813,0.0281690236143737,0.0342930986128624,0.0580071292403418,0.2913060421714721,0.5882247063609495,0.0096859612287402,0.0044050312233114,0.0126152900363432,0.4547851389066071,,,,,1.0059522017934572,1.002099913174675,1.002099913174675,1.004204235984692,1.0171954469837992,1.045372103624531
