domain,file_id,group,fs,win_idx,win_start,rpm,t_mean_abs,t_rms,t_std,t_var,t_peak,t_p2p,t_kurtosis,t_skewness,t_crest,t_impulse,t_clearance,t_shape,f_centroid,f_msf,f_rmsf,f_variance,f_peak_freq,f_entropy,f_spec_kurt,f_env_log_energy,f_BPFO_ratio1,f_BPFO_harm_frac,f_BPFI_ratio1,f_BPFI_harm_frac,f_BSF_ratio1,f_BSF_harm_frac,f_FTF_ratio1,f_FTF_harm_frac,o_pk0_order,o_pk0_amp,o_pk0_ratio,o_pk1_order,o_pk1_amp,o_pk1_ratio,o_pk2_order,o_pk2_amp,o_pk2_ratio,o_pk3_order,o_pk3_amp,o_pk3_ratio,o_pk4_order,o_pk4_amp,o_pk4_ratio,o_pk5_order,o_pk5_amp,o_pk5_ratio,o_pk6_order,o_pk6_amp,o_pk6_ratio,o_pk7_order,o_pk7_amp,o_pk7_ratio,o_entropy,o_kurtosis,o_crest,o_gini,o_bandfrac0,o_bandfrac1,o_bandfrac2,o_bandfrac3,o_bandfrac4,o_shaft1,o_shaft2,o_shaft3,o_shaft21,o_theo_BPFO_1_ratio,o_theo_BPFO_2_ratio,o_theo_BPFO_3_ratio,o_theo_BPFO_4_ratio,o_theo_BPFO_frac,o_theo_BPFI_1_ratio,o_theo_BPFI_2_ratio,o_theo_BPFI_3_ratio,o_theo_BPFI_4_ratio,o_theo_BPFI_frac,o_theo_BSF_1_ratio,o_theo_BSF_2_ratio,o_theo_BSF_3_ratio,o_theo_BSF_4_ratio,o_theo_BSF_frac,o_theo_FTF_1_ratio,o_theo_FTF_2_ratio,o_theo_FTF_3_ratio,o_theo_FTF_4_ratio,o_theo_FTF_frac,fault_type,fault_size,or_position,load,t_mean_abs_rel,t_rms_rel,t_std_rel,t_var_rel,t_peak_rel,t_p2p_rel
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,0,0,1796.0,0.1114880052792858,0.1402153752057609,0.1402153752057609,0.0196603514440923,0.5277162715236194,1.0384477844311375,0.0156931862929456,-0.0489234207292479,3.763612020047384,4.733390557996952,5.609211377819861,1.257672292667298,3006.720573621112,9572129.030304046,3093.885749394125,531760.4224675768,3232.0,5.635928754706608,20.77711913094353,4.7551754464481855,0.0074652227996704,0.0215908685605343,0.014428874310698,0.0225420112733833,0.0046530242374729,0.0206564683306127,0.0073642290385556,0.0335657138288867,1.4701122422344035,0.0231887978092337,27.015736321157743,2.405638214565388,0.0214186733803223,24.9534812952388,5.813625685199687,0.0198074776910701,23.076383644006,8.753850169668494,0.0194722978966088,22.68588780968816,3.341164186896372,0.0163945763223919,19.10023773834753,5.412685982772122,0.0163607509003942,19.060829973910625,1.3364656747585488,0.0128374343116431,14.956046590109745,7.150091359958236,0.0127041003957008,14.80070805357158,5.352981431441094,15.173259768343932,10.921923768148863,0.6553046118488661,0.0959381686756633,0.1792292370363924,0.1955472802700622,0.2454703571384545,0.2838149568794273,0.0080123742183603,0.0048408228208839,0.0099754831616401,0.6041683386663437,4.958506163309806,6.231512809652676,1.7674112221417528,2.1338195392558603,0.0247884690154602,4.321257118086421,1.760325930709186,3.738937879317633,5.375402888685112,0.0267220990281819,3.998010551584165,2.2898737836563936,6.231512809652676,1.5984612767441078,0.044461350503559,0.0,1.3194254801918912,0.9999999999999908,1.5145654416860148,0.0298326305719259,B,7.0,,0,1.0102117422316317,1.0127649647177484,1.0127649647177484,1.0256928737597035,0.9993036086748276,0.9999999999999989
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,1,3000,1796.0,0.1102584642510201,0.1386762478022166,0.1386762478022166,0.0192311017045018,0.5277153239853626,1.0384477844311375,0.0341959051100992,-0.0439381968737924,3.8053764241890735,4.786166101308577,5.663808305679051,1.2577378865466633,2994.9072312999897,9553928.328914125,3090.9429514169497,584459.0048211538,3264.0,5.625173927761952,22.316818727453484,4.718936395893444,0.0022719348555383,0.0189781739069887,0.0060636967544109,0.0180816448930668,0.0045254099934672,0.0171431152381657,0.0085951618169322,0.0449029960903904,0.8687026885930567,0.0260471288020838,28.755636057152337,1.0023492560689116,0.0243155744353245,26.84402623781132,1.5369355259723312,0.0216544325684767,23.90616588471927,2.5392847820412427,0.0186390174054577,20.577193173452216,3.0070477682067347,0.0176682881024316,19.5055227118082,3.4079874706342994,0.0135235346332388,14.929777599464218,7.216914643696163,0.0127879465664351,14.117699504495944,6.281388671365179,0.0125194930720868,13.821330908924123,5.3729636219228425,20.131545321887284,12.268197665781162,0.6408111965981782,0.1712663473641657,0.1289343220706377,0.1590398787806934,0.227572314144762,0.3131871376397409,0.0243155744353245,0.005362949088253,0.0176682881024316,0.2205561337774317,1.024729058765914,4.435732344297805,4.728764703833724,4.919010129594277,0.0250247543193246,2.3714477893176737,2.541878963707534,5.10943358459152,12.049893503432864,0.0247661402112934,1.0005691288995822,6.424119887011906,4.435732344297805,3.119414660134495,0.0284744684236523,0.0,0.9999999999999978,0.5395989152400118,3.4104690559363315,0.0431803844510906,B,7.0,,0,0.9990706622455109,1.0016479648291183,1.0016479648291183,1.0032986454462782,0.9993018143803354,0.9999999999999989
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,2,6000,1796.0,0.1067595585393878,0.1335048507086542,0.1335048507086542,0.01782354516274,0.4789956140718562,0.92961624750499,-0.070732757325413,-0.0306006811671112,3.5878517636304754,4.48667660882701,5.289761217376435,1.250518946817754,2930.1560323599488,9266421.921236968,3044.079815188322,680607.5472615719,3446.0,5.826884593860145,13.874857989445951,4.677229662469988,0.0071182230513409,0.0351180295347648,0.0143624141402353,0.0390019990023715,0.0070864275096372,0.0224311469519647,0.0059081736346287,0.0276540390793746,1.670582093448186,0.0194387763035309,21.673604436280087,5.412685982772122,0.0165829466586487,18.489447105896307,7.150091359958236,0.0148516631153717,16.559122166809903,2.271991647089533,0.0146727005545627,16.359584722100813,6.749151657530671,0.0142470030868027,15.884945867180653,5.145392847820413,0.0137633817276754,15.345723754070768,21.583920647350563,0.0133939012684788,14.933765038433489,1.0023492560689116,0.0119615597235188,13.336750721360817,5.466702886203433,10.113214910729388,9.155663638962835,0.6218636527119954,0.0772356530595561,0.1280833300750662,0.1540452076367987,0.2999130587845359,0.3407227504440431,0.0119615597235188,0.0049684768643448,0.0045489064070379,0.4153703178156955,2.99027658583328,4.925859331832458,7.388382889277952,7.496190692526796,0.040898659420668,7.291816937313876,7.388382889277952,4.098670525623803,21.052934096978344,0.0445862139030363,2.195940778462006,0.5422525663005144,4.192893292349464,5.136876196365714,0.0328773403964896,0.0,2.0157683669942177,0.9999999999999843,1.087361301228242,0.025038906780725,B,7.0,,0,0.9673664836121437,0.9642953579033978,0.9642953579033978,0.9298655372740054,0.9070443181511735,0.8951978726732355
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,3,9000,1796.0,0.1062128376284098,0.1321805963686108,0.1321805963686108,0.0174717100563616,0.5728051501996009,1.070122634730539,-0.0811647872629768,-2.8127374929437747e-05,4.333504053786313,5.392993568236932,6.3347758126250255,1.244487948149976,2966.45762798307,9409923.22004672,3067.559815235348,610052.3614277828,3232.0,5.660723073984469,20.289313343383903,4.714785976911023,0.0041609691827815,0.0184852085846543,0.0061935689050714,0.0214639614892012,0.0074008334801223,0.0174476264279293,0.0054038482578093,0.0246091760491009,2.472461498303315,0.0268826029507772,29.454826656809445,1.6037588097102584,0.0198667562171998,21.767678586860693,2.071521795875751,0.0156015920335498,17.09440822229542,5.813625685199687,0.0152202756424088,16.676606113510655,5.0785695640824855,0.0135321578964102,14.82696321710963,1.4701122422344035,0.011465085013815,12.562105399757844,3.0070477682067347,0.0108816597051043,11.922855868500235,21.583920647350563,0.0106083509139855,11.623395913639206,5.395215186042874,21.979699180677628,13.445832587149877,0.6390259115206234,0.0778950787162778,0.1856087580319521,0.1961955334743437,0.2204538482082597,0.3198467815691665,0.0032801228039898,0.0156015920335498,0.0108816597051043,4.756404854664601,2.280865507057208,6.057700835690201,5.50916010043236,5.453867404115233,0.0272351206878166,1.702238817580095,1.7235979852175334,5.61839613013992,13.372519775985833,0.0263909223893903,2.392142916742115,1.8442017372319988,6.057700835690201,2.469332658232115,0.0404047669735294,0.0,1.077590763546705,0.9999999999999644,2.0750539699755026,0.02255806814319,B,7.0,,0,0.9624125526254874,0.9547303697699404,0.9547303697699404,0.9115100789610132,1.084685624737967,1.0305021116846542
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,4,12000,1796.0,0.109018899188463,0.136155716921289,0.136155716921289,0.0185383792503502,0.5727136180039921,1.070122634730539,-0.0776133410939126,0.0057791491673189,4.206313410481828,5.253342514573346,6.197503271520332,1.2489184713254635,2980.7732658620625,9477326.334897302,3078.526650022264,592317.0724193162,3446.0,5.722407363675373,18.415993855989,4.670460357042685,0.0028791612149541,0.0220389541967562,0.0015887777089331,0.0150803308333477,0.0026019769836006,0.0102429245512528,0.0099870993718375,0.0282534042169049,1.4701122422344035,0.0240727389893406,24.788498422659348,2.739754633255025,0.019856741143803,20.447145492678217,2.5392847820412427,0.0175973330617393,18.120557990392847,1.0023492560689116,0.0154712302527461,15.931239352805468,1.202819107282694,0.011165112584808,11.497087050205646,2.2051683633516053,0.0111571350006147,11.48887226694892,15.302531975985383,0.0108135967031551,11.135119478432848,4.4103367267032105,0.0101137600868722,10.414474483838305,5.479147624223441,15.619455106588358,11.338260063979114,0.6124374024680939,0.1260567946510701,0.1688564846569093,0.1333614006842595,0.210800475112047,0.3609248448957137,0.0154712302527461,0.0053804416539838,0.0063670857735,0.3477707697279656,1.5687222496184017,3.980574948670435,4.79514375441916,4.99161379984091,0.0291425781360041,0.9999999999999676,4.558543829438389,4.636058273819048,11.087448200056029,0.0219411036099667,0.7569840282704684,3.101510607350011,4.1962553085649175,1.4543972622164851,0.0247369086461633,0.0,0.1983375458168307,1.0689212027905806,0.999999999999994,0.0218358564018205,B,7.0,,0,0.9878387527829786,0.9834423624481623,0.9834423624481623,0.9671588802575876,1.0845122958900282,1.0305021116846542
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,5,15000,1796.0,0.1132128839785761,0.1415232595289098,0.1415232595289098,0.0200288329876871,0.5011772139387891,0.9437481037924152,-0.1352088198343617,0.0097205253681862,3.5413063238051627,4.42685669971275,5.231469208534078,1.250063195585062,3015.100500561685,9607333.031736843,3099.5698139801343,516502.0032495197,3446.0,5.654907357475844,19.324814342615223,4.704775233425671,0.0094780273617128,0.0264302681853465,0.0136195908745933,0.0310598119641616,0.0066036433874701,0.0204795777223029,0.0336604882916568,0.0460019615751018,3.2743409031584445,0.0216866413303035,21.810148706505757,1.5369355259723312,0.0183666893218792,18.47128927228727,5.0785695640824855,0.017948196484169,18.05041308016283,5.412685982772122,0.0172281245961542,17.32624031787203,3.474810754372226,0.0145115659165415,14.594210591834548,21.583920647350563,0.0128442223702746,12.91737137385476,7.216914643696163,0.0124806378408831,12.551716197811784,8.753850169668494,0.0119558891602845,12.023979026200712,5.466209332418995,14.01449509322586,10.214408066572654,0.6179823952856138,0.0567814938593814,0.0766919688722022,0.2338542057083622,0.2375389617554933,0.3951333698045606,0.0035451677015618,0.0013960297847783,0.0066917354636777,0.3937838494267823,3.232611605489674,5.266681897656049,2.0273086056649627,4.459589779649476,0.033049003342728,6.660977875021816,2.0273086056649627,5.5204490217134685,16.647587155825164,0.0393340409808029,5.56512434817451,1.741167635152547,6.928093498114583,1.7158596074200447,0.0311612446210516,0.0,0.532524151878469,1.9206148519650423,3.0684905584019195,0.0156330730696728,B,7.0,,0,1.0258411609442832,1.0222117134672704,1.0222117134672704,1.044916787149651,0.9490482395561534,0.9088065071171587
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,6,18000,1796.0,0.1129919124801463,0.1412654714943873,0.1412654714943873,0.0199559334365315,0.5526130016566867,0.9997882235528942,-0.1188669576957286,0.002103561027751,3.9118759581298734,4.890730579933273,5.768773337768271,1.2502263957870314,2979.461845666559,9425003.403051404,3070.01684084166,547810.5132686248,3232.0,5.723601209619394,19.082064257995366,4.761599766909366,0.006716830482899,0.0302706816636045,0.0047969499109464,0.0162868155641859,0.0076601060290644,0.0339132988278647,0.0033863802578102,0.0159658149998492,1.0023492560689116,0.0315257275860482,28.74392770550508,8.219263899765075,0.0207945077528576,18.95962038903821,7.216914643696163,0.0199392281184108,18.179809806921465,2.2051683633516053,0.015921586752297,14.516681250759971,5.679979117723832,0.0131937462341752,12.029542756302469,1.6037588097102584,0.011419774526518,10.412104605911487,3.0738710519446624,0.011052373648654,10.077122828141643,0.601409553641347,0.0107915714661008,9.83933357933567,5.471228401812274,26.389088117630106,14.84861769302839,0.6089659681187827,0.1097530598858774,0.1071898528934763,0.1633343230307191,0.3135798310992728,0.3061429330906541,0.0315257275860482,0.00608263113727,0.011052373648654,0.1929418161872637,2.6315537104004263,7.681504239623582,2.312340340276248,2.8041944121659834,0.0357530008492464,1.8419586726571435,2.4909315865928034,4.316245841420333,9.844809561110177,0.0221494473594769,1.4875057473703697,2.986912229239379,8.066757042130126,2.919718962408711,0.0461390438825296,0.0,0.6170160252451237,0.4730749442323156,6.079528938887262,0.0148511950361874,B,7.0,,0,1.0238389006845083,1.0203497301483604,1.0203497301483604,1.0411135718137907,1.0464490040486443,0.9627717816361637
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,7,21000,1796.0,0.1113254504889997,0.1399399062389739,0.1399399062389739,0.0195831773581728,0.578328052900865,1.048193892215569,0.0463299468105291,0.0135387483323375,4.1326885835490526,5.194931171222302,6.148250475626528,1.2570342686513043,2990.116819931472,9486372.001318697,3079.995454756175,545573.4044815986,3446.0,5.687909393356707,18.441036530606784,4.729069842633039,0.0116399135396333,0.0310997706727189,0.0072627724010347,0.02032747159534,0.0045917153470306,0.0133390240503205,0.0156835984274629,0.0208188394115766,2.806577916992953,0.0254835893665311,28.81389211081072,1.737405377186113,0.0198719438565583,22.468893140578075,1.0023492560689116,0.0182293150452503,20.611598680744216,7.81832419733751,0.0174690412950156,19.751969156077955,7.216914643696163,0.0161972085947523,18.31392800413098,3.5416340381101543,0.0140757112900487,15.915184500149277,6.214565387627252,0.0136487768613564,15.432456482922367,5.613155833985905,0.0120194820057426,13.590238516248776,5.399516899613598,18.69905418963704,12.002770591635862,0.6393807867157086,0.0893631403422844,0.155281839055742,0.1799129776883835,0.2428183548850794,0.3326236880285105,0.0182293150452503,0.0029519206541666,0.0119760849726192,0.1619326149488991,3.7404149880960342,7.956663322081329,4.6501677393017244,3.491777875167377,0.0376447245662485,2.650952422371076,4.6501677393017244,4.75643812397573,7.839301811878878,0.0241184405441338,2.1339199568669214,1.6246441894328354,7.956663322081329,1.8576136310025304,0.0285814148890996,0.0,0.9227267142308896,0.01129237379228,0.6881951549689911,0.0060791266166141,B,7.0,,0,1.0087388056812678,1.010775273373133,1.010775273373133,1.0216666532624938,1.0951440034114133,1.0093852651337392
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,8,24000,1796.0,0.1105383210558704,0.1390754942526372,0.1390754942526372,0.0193419931016153,0.5787595076779773,1.054528862275449,0.0764458592364114,0.0136938604027247,4.161477266602207,5.235826834932777,6.202334982113462,1.2581654300781788,2951.9538017674213,9328378.934377257,3054.23950180356,614347.6866081279,3446.0,5.676377410683245,20.407467705303265,4.705075929077059,0.0253897144995519,0.0662046422460982,0.0048732964093386,0.0255837597719227,0.0010876067400102,0.033329953633074,0.0018540147044355,0.0076536523465739,7.216914643696163,0.0344506944973752,37.04756777508382,3.6084573218480815,0.0297514884757237,31.99413834162257,7.81832419733751,0.0216659265432771,23.299091461950145,2.004698512137823,0.0138302444754752,14.872760245520896,8.152440616027148,0.0137521633583763,14.788793419310856,3.808927173061864,0.011352062588954,12.207774452364436,21.583920647350563,0.0110537301475507,11.886953885358462,4.811276429130776,0.0105641186314335,11.360435738440014,5.3672994365599065,37.32887900963125,16.226277108263318,0.6422690555211019,0.0540680928546142,0.1160773733270421,0.1886374233888312,0.3097141484960716,0.3315029619334406,0.0086309095744538,0.0138302444754752,0.0089363984256699,1.6024086864272424,7.077697629001637,8.933472017749322,4.070099374670474,7.46712642473644,0.0768097887367102,2.2625126511898945,4.291952842685071,5.585447511286027,14.203680173861152,0.0297002903650556,1.0966870998168,9.82979556415182,10.707705136216031,3.1689530643440027,0.0559019518911057,0.0,0.9999999999999512,0.7431265164891415,0.9999999999999888,0.0067545786411059,B,7.0,,0,1.0016064922632333,1.0045316915008942,1.0045316915008942,1.0090839192296088,1.0959610225920111,1.0154856874706701
src,12kHz_DE_data/B/0007/B007_0,12k_DE,12000,9,27000,1796.0,0.1082457649585562,0.1359137826790561,0.1359137826790561,0.0184725563221296,0.489073739261477,0.9710372055888224,-0.005155204026392,0.0074786213442678,3.598411651986516,4.5181789739691816,5.341014530344318,1.2556036971038769,3010.2882293544785,9573290.494496329,3094.073446849045,511455.2707062083,3262.0,5.710280772344204,19.185657155266995,4.711121655474825,0.0030780784286192,0.0299066967310091,0.0074018650004607,0.0235954335852217,0.0150247011023912,0.033406430455094,0.0032743488650829,0.014544906347296,2.739754633255025,0.0256844528327396,26.266050716222544,1.069172539806839,0.0236238509049139,24.158788587857277,7.81832419733751,0.0230866180336516,23.609390633581658,7.216914643696163,0.0224021563841626,22.909430057591788,2.33881493082746,0.0178080867945139,18.21133251113549,6.147742103889325,0.0164908401567595,16.864258184952913,17.97546332550248,0.0123411146725971,12.620566456917516,17.307230488123206,0.0115137003262892,11.774416168064606,5.399417801179853,20.3753654529384,12.09737728422004,0.6333505491751297,0.0735889898497898,0.1375400112004572,0.1849044343732491,0.2407440085479899,0.3632225560285138,0.0216093973004342,0.0111032673298008,0.004819046912538,0.5138166129725358,1.110935474727347,11.0624953621343,5.493466977067938,3.742611023710391,0.0359819416548921,1.8509287510249792,5.690271717462546,2.270067255238021,15.03051592623329,0.0276625713779837,4.564093671390585,1.5741589311561792,11.0624953621343,3.2407665752050145,0.0510395041692142,0.0,0.999999999999968,0.9208186924387396,2.6040335714687037,0.013346339136648,B,7.0,,0,0.9808332522771931,0.9816948898622246,0.9816948898622246,0.963724856781565,0.9261286394315985,0.9350852494916307
